,latitude,longitude,state,station,month,air temperature - dry bulb (°c),geometry
1776,-21.13305554,-48.84027777,SP,ARIRANHA,8,20.465217747364584,POINT (-48.84027777 -21.13305554)
1788,-21.106502,-44.250928,MG,SAO JOAO DEL REI,8,17.272469778540927,POINT (-44.250928 -21.106502)
3288,-17.798799,-40.249933,MG,SERRA DOS AIMORES,8,20.86115591397851,POINT (-40.249933 -17.798799)
3714,-15.44805555,-44.36638888,MG,JANUARIA,8,24.41423497894792,POINT (-44.36638888 -15.44805555)
2044,-20.63638888,-40.74138888,ES,ALFREDO CHAVES,8,21.651036372795556,POINT (-40.74138888 -20.63638888)
3838,-14.408228,-44.404123,MG,MONTALVANIA,8,23.09730159484918,POINT (-44.404123 -14.408228)
432,-23.05027777,-43.59555555,RJ,RIO DE JANEIRO-MARAMBAIA,8,20.90060483870967,POINT (-43.59555555 -23.05027777)
1800,-21.104867,-42.375904,MG,MURIAE,8,20.454637096774203,POINT (-42.375904 -21.104867)
2028,-20.636526,-40.741818,ES,ALFREDO CHAVES,8,21.39615657239031,POINT (-40.741818 -20.636526)
3738,-15.30027777,-45.61749999,MG,CHAPADA GAUCHA,8,21.352822580645146,POINT (-45.61749999 -15.30027777)
2016,-20.71472222,-44.86444444,MG,OLIVEIRA,8,18.043010752688183,POINT (-44.86444444 -20.71472222)
1872,-21.08555555,-49.92055554,SP,JOSE BONIFACIO,8,21.298387388136902,POINT (-49.92055554 -21.08555555)
786,-22.70277777,-47.62305554,SP,PIRACICABA,8,19.217326294548172,POINT (-47.62305554 -22.70277777)
3180,-18.52055554,-46.44055555,MG,PATOS DE MINAS,8,21.18238833394643,POINT (-46.44055555 -18.52055554)
2688,-19.71,-47.96166666,MG,UBERABA,8,21.270991829948315,POINT (-47.96166666 -19.71)
1920,-20.909892,-47.114259,MG,SAO SEBASTIAO DO PARAISO,8,19.11115591397853,POINT (-47.114259 -20.909892)
2056,-20.58444444,-47.38249999,SP,FRANCA,8,20.679959836693087,POINT (-47.38249999 -20.58444444)
2068,-20.57999999,-47.37999999,SP,FRANCA,8,20.854718876853646,POINT (-47.37999999 -20.57999999)
1848,-21.100805,-41.039395,ES,PRES. KENNEDY,8,20.58682795698927,POINT (-41.039395 -21.100805)
1992,-20.715,-44.86444444,MG,OLIVEIRA,8,18.101881720430125,POINT (-44.86444444 -20.715)
1812,-21.10472222,-42.37583332,MG,MURIAE,8,20.94927115595516,POINT (-42.37583332 -21.10472222)
420,-23.09972221,-48.94555555,SP,AVARE,8,18.290365813986703,POINT (-48.94555555 -23.09972221)
1980,-20.74499999,-46.63388888,MG,PASSOS,8,19.78387980042582,POINT (-46.63388888 -20.74499999)
1968,-20.745237,-46.633916,MG,PASSOS,8,19.895395223906682,POINT (-46.633916 -20.745237)
3240,-18.200855,-45.459836,MG,TRES MARIAS,8,20.497063168691326,POINT (-45.459836 -18.200855)
3252,-18.20055555,-45.45972222,MG,TRES MARIAS,8,21.06736499698749,POINT (-45.45972222 -18.20055555)
1932,-20.76277777,-42.86388888,MG,VICOSA,8,17.3376810958475,POINT (-42.86388888 -20.76277777)
1824,-21.10111111,-41.03888888,ES,PRES. KENNEDY,8,21.30408351384591,POINT (-41.03888888 -21.10111111)
1836,-21.10083333,-41.03944444,ES,PRES. KENNEDY,8,21.28355900183493,POINT (-41.03944444 -21.10083333)
1956,-20.75055555,-41.48888888,ES,ALEGRE,8,21.38849819693765,POINT (-41.48888888 -20.75055555)
372,-23.2236111,-44.72694443,RJ,PARATI,8,19.952464890463283,POINT (-44.72694443 -23.2236111)
272,-23.52388888,-46.86944443,SP,BARUERI,8,16.813172043010738,POINT (-46.86944443 -23.52388888)
348,-23.22833332,-45.41722221,SP,SAO LUIS DO PARAITINGA,8,16.441235294689786,POINT (-45.41722221 -23.22833332)
408,-23.10166666,-48.9411111,SP,AVARE,8,18.011731818329825,POINT (-48.9411111 -23.10166666)
1944,-20.762607,-42.864013,MG,VICOSA,8,17.225537634408614,POINT (-42.864013 -20.762607)
336,-23.35,-47.66666666,SP,SOROCABA,8,18.069864267939636,POINT (-47.66666666 -23.35)
82,-24.53305554,-47.86416666,SP,REGISTRO,8,18.141345835661905,POINT (-47.86416666 -24.53305554)
2400,-20.17305554,-44.87472221,MG,DIVINOPOLIS,8,19.362365591397836,POINT (-44.87472221 -20.17305554)
600,-22.93972221,-43.40277777,RJ,RIO DE JANEIRO - JACAREPAGUA,8,19.657399475793365,POINT (-43.40277777 -22.93972221)
202,-23.844678,-46.143376,SP,BERTIOGA,8,19.677228845254817,POINT (-46.143376 -23.844678)
666,-22.861604,-46.043365,MG,MONTE VERDE,8,12.320564516129032,POINT (-46.043365 -22.861604)
3506,-16.55416666,-46.88194443,MG,UNAI,8,22.668829899028086,POINT (-46.88194443 -16.55416666)
1170,-22.33472221,-42.67694443,RJ,NOVA FRIBURGO - SALINAS,8,13.80174731182796,POINT (-42.67694443 -22.33472221)
3590,-16.160327,-42.310266,MG,SALINAS,8,22.413172043010753,POINT (-42.310266 -16.160327)
1620,-21.54694444,-43.26111111,MG,CORONEL PACHECO,8,19.322401433691756,POINT (-43.26111111 -21.54694444)
834,-22.653579,-44.040916,RJ,RIO CLARO,8,17.983944116024077,POINT (-44.040916 -22.653579)
1182,-22.33305554,-42.67722221,RJ,NOVA FRIBURGO,8,14.105107526881701,POINT (-42.67722221 -22.33305554)
1158,-22.35,-43.7,RJ,VALENCA,8,19.2618405599361,POINT (-43.7 -22.35)
492,-22.98833333,-43.19027777,RJ,FORTE DE COPACABANA,8,21.36102495193739,POINT (-43.19027777 -22.98833333)
3360,-17.56166666,-47.19944444,MG,GUARDA-MOR,8,20.25825851229302,POINT (-47.19944444 -17.56166666)
1086,-22.372832,-50.97471,SP,RANCHARIA,8,18.648429999479227,POINT (-50.97471 -22.372832)
1110,-22.37083332,-48.55722222,SP,BARRA BONITA,8,19.857080860659423,POINT (-48.55722222 -22.37083332)
846,-22.64583333,-42.41583333,RJ,SILVA JARDIM,8,20.18592201529763,POINT (-42.41583333 -22.64583333)
1632,-21.546728,-43.261029,MG,CORONEL PACHECO,8,20.769350715282712,POINT (-43.261029 -21.546728)
822,-22.65361111,-44.04083333,RJ,RIO CLARO,8,17.79503996961436,POINT (-44.04083333 -22.65361111)
1644,-21.46111111,-47.57944443,SP,SAO SIMAO,8,21.120243073917372,POINT (-47.57944443 -21.46111111)
1608,-21.56638888,-45.40416666,MG,VARGINHA,8,18.46515647520839,POINT (-45.40416666 -21.56638888)
2412,-20.165025,-50.595134,SP,JALES,8,23.029435483870966,POINT (-50.595134 -20.165025)
642,-22.867389,-43.102056,RJ,NITEROI,8,21.80957003856945,POINT (-43.102056 -22.867389)
630,-22.86749999,-43.10194444,RJ,NITEROI,8,21.51612903225807,POINT (-43.10194444 -22.86749999)
576,-22.9486111,-49.89416666,SP,OURINHOS,8,19.219946517334748,POINT (-49.89416666 -22.9486111)
1404,-21.91805554,-46.38305554,MG,CALDAS,8,15.094489409081575,POINT (-46.38305554 -21.91805554)
1062,-22.373944,-44.703111,RJ,ITATIAIA,8,7.828689935152513,POINT (-44.703111 -22.373944)
1392,-21.918066,-46.382996,MG,CALDAS,8,14.84747865154757,POINT (-46.382996 -21.918066)
978,-22.4486111,-42.98694444,RJ,TERESOPOLIS-PARQUE NACIONAL,8,15.312096774193542,POINT (-42.98694444 -22.4486111)
3626,-15.75222222,-41.45833333,MG,AGUAS VERMELHAS,8,18.73118278656514,POINT (-41.45833333 -15.75222222)
1266,-22.09833333,-43.20861111,RJ,TRES RIOS,8,19.331675627240163,POINT (-43.20861111 -22.09833333)
762,-22.703132,-47.623317,SP,PIRACICABA,8,19.067432860694026,POINT (-47.623317 -22.703132)
1380,-21.92722221,-50.49027777,SP,TUPA,8,21.108829543510634,POINT (-50.49027777 -21.92722221)
1050,-22.3761111,-41.81194444,RJ,MACAE,8,20.817876344086017,POINT (-41.81194444 -22.3761111)
3430,-16.84888888,-45.03527777,MG,ARACUAI,8,23.02193685622718,POINT (-45.03527777 -16.84888888)
990,-22.415062,-46.805292,SP,ITAPIRA,8,19.40864519211698,POINT (-46.805292 -22.415062)
1368,-21.927251,-50.490251,SP,TUPA,8,21.555639652889123,POINT (-50.490251 -21.927251)
3542,-16.362747,-45.123801,MG,SAO ROMAO,8,23.28182680868102,POINT (-45.123801 -16.362747)
3666,-15.72277777,-42.43527777,MG,RIO PARDO DE MINAS,8,19.454567427218986,POINT (-42.43527777 -15.72277777)
1512,-21.71472222,-41.34388888,RJ,CAMPOS DOS GOYTACAZES,8,21.052688172043013,POINT (-41.34388888 -21.71472222)
1353,-21.938745,-42.600936,RJ,CARMO,8,19.351142473118273,POINT (-42.600936 -21.938745)
714,-22.8,-43.68333333,RJ,ECOLOGIA AGRICOLA,8,21.551518899379992,POINT (-43.68333333 -22.8)
3348,-17.70527777,-42.38916666,MG,CAPELINHA,8,17.72249874244679,POINT (-42.38916666 -17.70527777)
1122,-22.35805555,-49.02888888,SP,BAURU,8,20.07715502818868,POINT (-49.02888888 -22.35805555)
3614,-15.80277777,-43.29694444,MG,JANAUBA,8,24.403856909663197,POINT (-43.29694444 -15.80277777)
1194,-22.314567,-45.373049,MG,MARIA DA FE,8,13.709139784946244,POINT (-45.373049 -22.314567)
1560,-21.666045,-49.734854,SP,LINS,8,21.781989247311824,POINT (-49.734854 -21.666045)
504,-22.98333333,-42.01666666,RJ,ARRAIAL DO CABO,8,21.383765732018126,POINT (-42.01666666 -22.98333333)
3482,-16.575667,-41.485588,MG,ITAOBIM,8,23.422983870967748,POINT (-41.485588 -16.575667)
750,-22.750231,-45.603836,SP,CAMPOS DO JORDAO,8,12.244758064516121,POINT (-45.603836 -22.750231)
1206,-22.31444444,-45.37277777,MG,MARIA DA FE,8,14.135845501502436,POINT (-45.37277777 -22.31444444)
3650,-15.723139,-42.435756,MG,RIO PARDO DE MINAS,8,19.018817204301065,POINT (-42.435756 -15.723139)
1098,-22.37249999,-50.97416666,SP,RANCHARIA,8,18.588071616626433,POINT (-50.97416666 -22.37249999)
1584,-21.58749999,-41.95833333,RJ,CAMBUCI,8,21.023452423611694,POINT (-41.95833333 -21.58749999)
858,-22.64583333,-42.41555555,RJ,SILVA JARDIM,8,20.09717741935486,POINT (-42.41555555 -22.64583333)
3690,-15.52416666,-46.43555555,MG,BURITIS,8,21.88291128547977,POINT (-46.43555555 -15.52416666)
516,-22.97583332,-44.30333333,RJ,ANGRA DOS REIS,8,19.984050423216058,POINT (-44.30333333 -22.97583332)
894,-22.48166666,-43.29138888,RJ,PICO DO COUTO,8,12.117069676719515,POINT (-43.29138888 -22.48166666)
1524,-21.68083332,-45.94444444,MG,MACHADO,8,18.196666033407432,POINT (-45.94444444 -21.68083332)
870,-22.58972221,-43.28222221,RJ,DUQUE DE CAXIAS - XEREM,8,19.725604838709675,POINT (-43.28222221 -22.58972221)
1572,-21.66527777,-49.73416666,SP,LINS,8,21.391409606286928,POINT (-49.73416666 -21.66527777)
774,-22.70305555,-47.62333332,SP,PIRACICABA,8,18.985959386874896,POINT (-47.62333332 -22.70305555)
3578,-16.16666666,-40.68777777,MG,ALMENARA,8,22.800713971876156,POINT (-40.68777777 -16.16666666)
3384,-17.258064,-44.835556,MG,PIRAPORA,8,22.749272912216075,POINT (-44.835556 -17.258064)
3494,-16.57555554,-41.48527777,MG,ITAOBIM,8,23.77190852430498,POINT (-41.48527777 -16.57555554)
810,-22.68888888,-45.00555555,SP,CACHOEIRA PAULISTA,8,18.4962365591398,POINT (-45.00555555 -22.68888888)
1656,-21.45777777,-51.55222222,SP,DRACENA,8,21.159139784946248,POINT (-51.55222222 -21.45777777)
1668,-21.457699,-51.552254,SP,DRACENA,8,22.044733139582366,POINT (-51.552254 -21.457699)
798,-22.689001,-45.005444,SP,CACHOEIRA PAULISTA,8,18.101429913588024,POINT (-45.005444 -22.689001)
468,-23.041668,-45.520841,SP,TAUBATE,8,17.738642473118258,POINT (-45.520841 -23.041668)
654,-22.86166666,-46.04333333,MG,MONTE VERDE,8,12.446639784946234,POINT (-46.04333333 -22.86166666)
3638,-15.751536,-41.457787,MG,AGUAS VERMELHAS,8,18.86281361588526,POINT (-41.457787 -15.751536)
3602,-16.16027777,-42.31027777,MG,SALINAS,8,22.327917872162427,POINT (-42.31027777 -16.16027777)
3702,-15.448089,-44.366313,MG,JANUARIA,8,23.790366586427524,POINT (-44.366313 -15.448089)
1596,-21.56666666,-41.95,RJ,CAMBUCI,8,21.09618912876923,POINT (-41.95 -21.56666666)
1302,-22.04166666,-41.05166666,RJ,CAMPOS DOS GOYTACAZES - SAO TOME,8,21.855577956989276,POINT (-41.05166666 -22.04166666)
1548,-21.66611111,-49.73472221,SP,LINS,8,21.565188172043012,POINT (-49.73472221 -21.66611111)
3372,-17.56138888,-47.19916666,MG,GUARDA-MOR,8,20.198387096774198,POINT (-47.19916666 -17.56138888)
1536,-21.680722,-45.944389,MG,MACHADO,8,18.330927319932247,POINT (-45.944389 -21.680722)
882,-22.58972221,-43.28222221,RJ,XEREM,8,20.261254589761982,POINT (-43.28222221 -22.58972221)
1680,-21.338432,-48.114007,SP,PRADOPOLIS,8,19.986693548387077,POINT (-48.114007 -21.338432)
1278,-22.09833333,-43.20833333,RJ,TRES RIOS,8,19.425268817204284,POINT (-43.20833333 -22.09833333)
480,-22.98833333,-43.19055555,RJ,RIO DE JANEIRO - FORTE DE COPACABANA,8,21.507286158117374,POINT (-43.19055555 -22.98833333)
3530,-16.55388888,-46.88194443,MG,UNAI,8,22.83963462582694,POINT (-46.88194443 -16.55388888)
2436,-20.10416666,-41.10694444,ES,AFONSO CLAUDIO,8,19.858812065265823,POINT (-41.10694444 -20.10416666)
2424,-20.165,-50.59499999,SP,JALES,8,22.981881314014586,POINT (-50.59499999 -20.165)
3120,-18.69527777,-40.4075,ES,NOVA VENECIA,8,21.382366162780947,POINT (-40.4075 -18.69527777)
2328,-20.26361111,-42.18277777,MG,MANHUACU,8,17.67782175443596,POINT (-42.18277777 -20.26361111)
2952,-18.95277777,-49.52499999,MG,ITUIUTABA,8,22.652254741576915,POINT (-49.52499999 -18.95277777)
1146,-22.358052,-49.028877,SP,BAURU,8,19.745362903225786,POINT (-49.028877 -22.358052)
528,-22.975694,-44.303444,RJ,ANGRA DOS REIS,8,19.965250532350403,POINT (-44.303444 -22.975694)
190,-23.84472221,-46.14333333,SP,BERTIOGA,8,19.664986062587165,POINT (-46.14333333 -23.84472221)
1452,-21.78056,-47.07528,SP,CASA BRANCA,8,20.081158980065737,POINT (-47.07528 -21.78056)
942,-22.450924,-44.444786,RJ,RESENDE,8,18.433870967741935,POINT (-44.444786 -22.450924)
3408,-17.24444444,-46.88166666,MG,PARACATU,8,22.52479838709676,POINT (-46.88166666 -17.24444444)
1242,-22.11999999,-51.4,SP,PRESIDENTE PRUDENTE,8,22.016321210087888,POINT (-51.4 -22.11999999)
726,-22.75777777,-43.68472221,RJ,SEROPEDICA-ECOLOGIA AGRICOLA,8,21.15732526881723,POINT (-43.68472221 -22.75777777)
552,-22.951944,-46.530556,SP,BRAGANCA PAULISTA,8,17.768413978494635,POINT (-46.530556 -22.951944)
1440,-21.85555555,-48.66666666,SP,IBITINGA,8,20.306040971988903,POINT (-48.66666666 -21.85555555)
1428,-21.85555555,-48.79972221,SP,IBITINGA,8,19.984946236559132,POINT (-48.79972221 -21.85555555)
678,-22.86138888,-46.04333333,MG,MONTE VERDE,8,12.770718787214513,POINT (-46.04333333 -22.86138888)
624,-22.8711111,-42.60888888,RJ,SAQUAREMA - SAMPAIO CORREIA,8,20.517256739615664,POINT (-42.60888888 -22.8711111)
3108,-18.71388888,-39.84833333,ES,SAO MATEUS,8,21.362817710193195,POINT (-39.84833333 -18.71388888)
2472,-20.0311111,-46.00861111,MG,BAMBUI,8,18.514040043928652,POINT (-46.00861111 -20.0311111)
1002,-22.415,-46.80527777,SP,ITAPIRA,8,19.4566677114419,POINT (-46.80527777 -22.415)
142,-23.95194444,-46.53055554,SP,BRAGANCA PAULISTA,8,17.12163978494624,POINT (-46.53055554 -23.95194444)
2568,-19.885398,-44.416883,MG,FLORESTAL,8,17.720766129032256,POINT (-44.416883 -19.885398)
2556,-19.97999999,-43.95861111,MG,BELO HORIZONTE - CERCADINHO,8,18.04166092651698,POINT (-43.95861111 -19.97999999)
154,-23.85194444,-48.16472222,SP,SAO MIGUEL ARCANJO,8,16.316223193467597,POINT (-48.16472222 -23.85194444)
2544,-19.980034,-43.958651,MG,BELO HORIZONTE - CERCADINHO,8,17.926075268817215,POINT (-43.958651 -19.980034)
3084,-18.76444444,-44.45361111,MG,CURVELO,8,21.061302547439826,POINT (-44.45361111 -18.76444444)
2460,-20.0311111,-46.00888888,MG,BAMBUI,8,18.150010063626908,POINT (-46.00888888 -20.0311111)
2532,-19.98583333,-48.15138888,MG,CONCEICAO DAS ALAGOAS,8,22.011108745284922,POINT (-48.15138888 -19.98583333)
2520,-19.98586,-48.151574,MG,CONCEICAO DAS ALAGOAS,8,22.023185483870996,POINT (-48.151574 -19.98586)
2508,-19.98833333,-40.57944443,ES,SANTA TERESA,8,15.801766240445218,POINT (-40.57944443 -19.98833333)
3096,-18.747711,-44.453785,MG,CURVELO,8,20.937701612903187,POINT (-44.453785 -18.747711)
178,-23.84499999,-46.14305555,SP,BERTIOGA,8,19.130779569892475,POINT (-46.14305555 -23.84499999)
2496,-19.988388,-40.579572,ES,SANTA TERESA,8,15.40739247311828,POINT (-40.579572 -19.988388)
2484,-20.0311111,-44.01111111,MG,IBIRITE (ROLA MOCA),8,18.50863814743597,POINT (-44.01111111 -20.0311111)
3786,-15.08583333,-44.01583333,MG,MONTALVANIA,8,22.700276580683767,POINT (-44.01583333 -15.08583333)
166,-23.85138888,-48.16444444,SP,SAO MIGUEL ARCANJO,8,16.664188122534803,POINT (-48.16444444 -23.85138888)
3554,-16.3625,-45.12388888,MG,SAO ROMAO,8,22.809482279023754,POINT (-45.12388888 -16.3625)
2448,-20.031457,-44.011249,MG,IBIRITE (ROLA MOCA),8,17.95487942367796,POINT (-44.011249 -20.031457)
1416,-21.855567,-48.799717,SP,IBITINGA,8,20.349596774193554,POINT (-48.799717 -21.855567)
564,-22.949,-49.894546,SP,OURINHOS,8,19.588826752743014,POINT (-49.894546 -22.949)
1254,-22.119867,-51.408637,SP,PRESIDENTE PRUDENTE,8,21.796303763440896,POINT (-51.408637 -22.119867)
966,-22.44888888,-42.98722221,RJ,TERESOPOLIS,8,15.650996568324835,POINT (-42.98722221 -22.44888888)
3454,-16.71666666,-43.86666666,MG,MONTES CLAROS,8,22.204292096227707,POINT (-43.86666666 -16.71666666)
1341,-21.95055555,-42.01027777,RJ,SANTA MARIA MADALENA,8,17.068543686468036,POINT (-42.01027777 -21.95055555)
612,-22.8711111,-42.60916666,RJ,SAQUAREMA,8,20.81429211469538,POINT (-42.60916666 -22.8711111)
1038,-22.38333333,-41.81666667,RJ,MACAE,8,21.10409925077204,POINT (-41.81666667 -22.38333333)
3336,-17.705504,-42.389256,MG,CAPELINHA,8,17.249395161290312,POINT (-42.389256 -17.705504)
588,-22.939883,-43.402897,RJ,RIO DE JANEIRO - JACAREPAGUA,8,20.128293010752685,POINT (-43.402897 -22.939883)
3442,-16.84888888,-42.44055555,MG,ARACUAI,8,22.805199514702302,POINT (-42.44055555 -16.84888888)
1326,-21.97972221,-47.88333333,SP,SAO CARLOS,8,19.260882604108346,POINT (-47.88333333 -21.97972221)
690,-22.86138888,-43.41138888,RJ,RIO DE JANEIRO - VILA MILITAR,8,21.029166666666676,POINT (-43.41138888 -22.86138888)
702,-22.86083333,-43.41111111,RJ,VILA MILITAR,8,21.262038974839,POINT (-43.41111111 -22.86083333)
1290,-22.04166666,-41.05194444,RJ,SAO TOME,8,22.0350753981945,POINT (-41.05194444 -22.04166666)
1314,-21.980353,-47.883927,SP,SAO CARLOS,8,19.07123655913977,POINT (-47.883927 -21.980353)
954,-22.45,-44.45,RJ,RESENDE,8,19.131441705571724,POINT (-44.45 -22.45)
1014,-22.3961111,-44.96166666,MG,PASSA QUATRO,8,16.674440080270948,POINT (-44.96166666 -22.3961111)
3518,-16.554101,-46.881935,MG,UNAI,8,22.949237273914747,POINT (-46.881935 -16.554101)
1026,-22.395799,-44.961909,MG,PASSA QUATRO,8,16.314247311827973,POINT (-44.961909 -22.395799)
1074,-22.37388888,-44.70305555,RJ,ITATIAIA,8,7.871639784946239,POINT (-44.70305555 -22.37388888)
1476,-21.76999999,-43.36416666,MG,JUIZ DE FORA,8,17.14239335363127,POINT (-43.36416666 -21.76999999)
3418,-17.24416666,-46.88166666,MG,PARACATU,8,23.540188172043027,POINT (-46.88166666 -17.24416666)
930,-22.45138888,-44.44499999,RJ,RESENDE,8,19.088306451612926,POINT (-44.44499999 -22.45138888)
3470,-16.686316,-43.843763,MG,MONTES CLAROS,8,22.506586021505413,POINT (-43.843763 -16.686316)
1464,-21.77972221,-47.07972221,SP,CASA BRANCA,8,20.31368047831442,POINT (-47.07972221 -21.77972221)
3396,-17.25777777,-44.83555555,MG,PIRAPORA,8,22.153084053816418,POINT (-44.83555555 -17.25777777)
1218,-22.23527777,-49.965,SP,MARILIA,8,19.43376174443396,POINT (-49.965 -22.23527777)
1500,-21.71666666,-41.35,RJ,CAMPOS,8,21.372602725597986,POINT (-41.35 -21.71666666)
1134,-22.35805555,-43.69555555,RJ,VALENCA,8,19.05759473320476,POINT (-43.69555555 -22.35805555)
738,-22.75027777,-45.60388888,SP,CAMPOS DO JORDAO,8,12.679426591206576,POINT (-45.60388888 -22.75027777)
3566,-16.166773,-40.687756,MG,ALMENARA,8,22.79035005115624,POINT (-40.687756 -16.166773)
1488,-21.769965,-43.364329,MG,JUIZ DE FORA,8,16.68151881720427,POINT (-43.364329 -21.769965)
540,-22.97527777,-42.02138888,RJ,ARRAIAL DO CABO,8,21.577620967741943,POINT (-42.02138888 -22.97527777)
3678,-15.524262,-46.435536,MG,BURITIS,8,22.42405913978494,POINT (-46.435536 -15.524262)
918,-22.46472222,-43.29138888,RJ,PICO DO COUTO,8,11.834811728378316,POINT (-43.29138888 -22.46472222)
1230,-22.235222,-49.965111,SP,MARILIA,8,20.3757589808959,POINT (-49.965111 -22.235222)
906,-22.4711111,-48.5575,SP,BARRA BONITA,8,19.82718901289386,POINT (-48.5575 -22.4711111)
1195,-22.314567,-45.373049,MG,MARIA DA FE,9,17.776388888888903,POINT (-45.373049 -22.314567)
3483,-16.575667,-41.485588,MG,ITAOBIM,9,26.232708333333363,POINT (-41.485588 -16.575667)
1183,-22.33305554,-42.67722221,RJ,NOVA FRIBURGO,9,15.782673881691522,POINT (-42.67722221 -22.33305554)
1171,-22.33472221,-42.67694443,RJ,NOVA FRIBURGO - SALINAS,9,17.223402777777792,POINT (-42.67694443 -22.33472221)
1159,-22.35,-43.7,RJ,VALENCA,9,21.00571217898315,POINT (-43.7 -22.35)
1861,-21.085675,-49.920388,SP,JOSE BONIFACIO,9,24.330895025473684,POINT (-49.920388 -21.085675)
3495,-16.57555554,-41.48527777,MG,ITAOBIM,9,25.632532833404024,POINT (-41.48527777 -16.57555554)
1111,-22.37083332,-48.55722222,SP,BARRA BONITA,9,21.862988713678128,POINT (-48.55722222 -22.37083332)
1135,-22.35805555,-43.69555555,RJ,VALENCA,9,21.294809853194007,POINT (-43.69555555 -22.35805555)
1123,-22.35805555,-49.02888888,SP,BAURU,9,21.399344974916403,POINT (-49.02888888 -22.35805555)
3507,-16.55416666,-46.88194443,MG,UNAI,9,25.27722222222225,POINT (-46.88194443 -16.55416666)
1099,-22.37249999,-50.97416666,SP,RANCHARIA,9,21.237011650189462,POINT (-50.97416666 -22.37249999)
1087,-22.372832,-50.97471,SP,RANCHARIA,9,23.141597222222188,POINT (-50.97471 -22.372832)
1075,-22.37388888,-44.70305555,RJ,ITATIAIA,9,9.57027842931018,POINT (-44.70305555 -22.37388888)
1207,-22.31444444,-45.37277777,MG,MARIA DA FE,9,16.577222222222204,POINT (-45.37277777 -22.31444444)
1147,-22.358052,-49.028877,SP,BAURU,9,23.907777777777774,POINT (-49.028877 -22.358052)
1219,-22.23527777,-49.965,SP,MARILIA,9,23.01201388888888,POINT (-49.965 -22.23527777)
1303,-22.04166666,-41.05166666,RJ,CAMPOS DOS GOYTACAZES - SAO TOME,9,23.217569444444447,POINT (-41.05166666 -22.04166666)
1231,-22.235222,-49.965111,SP,MARILIA,9,24.791937778688954,POINT (-49.965111 -22.235222)
1873,-21.08555555,-49.92055554,SP,JOSE BONIFACIO,9,23.48539782838267,POINT (-49.92055554 -21.08555555)
835,-22.653579,-44.040916,RJ,RIO CLARO,9,21.090755618799054,POINT (-44.040916 -22.653579)
3591,-16.160327,-42.310266,MG,SALINAS,9,25.052369321291746,POINT (-42.310266 -16.160327)
823,-22.65361111,-44.04083333,RJ,RIO CLARO,9,20.08965817205662,POINT (-44.04083333 -22.65361111)
811,-22.68888888,-45.00555555,SP,CACHOEIRA PAULISTA,9,22.12655040574278,POINT (-45.00555555 -22.68888888)
799,-22.689001,-45.005444,SP,CACHOEIRA PAULISTA,9,21.2522222222222,POINT (-45.005444 -22.689001)
1039,-22.38333333,-41.81666667,RJ,MACAE,9,21.965350270811616,POINT (-41.81666667 -22.38333333)
3471,-16.686316,-43.843763,MG,MONTES CLAROS,9,25.543001427829743,POINT (-43.843763 -16.686316)
1051,-22.3761111,-41.81194444,RJ,MACAE,9,22.92333333333334,POINT (-41.81194444 -22.3761111)
3519,-16.554101,-46.881935,MG,UNAI,9,26.15749999999999,POINT (-46.881935 -16.554101)
1291,-22.04166666,-41.05194444,RJ,SAO TOME,9,22.63613757857309,POINT (-41.05194444 -22.04166666)
3455,-16.71666666,-43.86666666,MG,MONTES CLAROS,9,24.39708229150081,POINT (-43.86666666 -16.71666666)
1279,-22.09833333,-43.20833333,RJ,TRES RIOS,9,23.09826388888891,POINT (-43.20833333 -22.09833333)
1267,-22.09833333,-43.20861111,RJ,TRES RIOS,9,21.724120370370365,POINT (-43.20861111 -22.09833333)
1255,-22.119867,-51.408637,SP,PRESIDENTE PRUDENTE,9,26.189930555555545,POINT (-51.408637 -22.119867)
1243,-22.11999999,-51.4,SP,PRESIDENTE PRUDENTE,9,23.41592262942272,POINT (-51.4 -22.11999999)
1063,-22.373944,-44.703111,RJ,ITATIAIA,9,11.154097222222207,POINT (-44.703111 -22.373944)
3277,-17.89284,-41.515423,MG,TEOFILO OTONI,9,22.93472222222223,POINT (-41.515423 -17.89284)
2881,-19.407181,-40.539825,ES,MARILANDIA,9,24.203541666666652,POINT (-40.539825 -19.407181)
2677,-19.71,-47.96194444,MG,UBERABA,9,25.24717670401494,POINT (-47.96194444 -19.71)
2485,-20.0311111,-44.01111111,MG,IBIRITE (ROLA MOCA),9,20.040882118096153,POINT (-44.01111111 -20.0311111)
2473,-20.0311111,-46.00861111,MG,BAMBUI,9,20.267089299105113,POINT (-46.00861111 -20.0311111)
2461,-20.0311111,-46.00888888,MG,BAMBUI,9,22.023611111111112,POINT (-46.00888888 -20.0311111)
3109,-18.71388888,-39.84833333,ES,SAO MATEUS,9,22.446985977542226,POINT (-39.84833333 -18.71388888)
2449,-20.031457,-44.011249,MG,IBIRITE (ROLA MOCA),9,21.649660632676394,POINT (-44.011249 -20.031457)
2689,-19.71,-47.96166666,MG,UBERABA,9,23.397354816412946,POINT (-47.96166666 -19.71)
3037,-18.786842,-42.942921,MG,GUANHAES,9,21.592050576686074,POINT (-42.942921 -18.786842)
3097,-18.747711,-44.453785,MG,CURVELO,9,24.54472222222221,POINT (-44.453785 -18.747711)
2701,-19.605696,-46.949617,MG,ARAXA,9,24.602411212734133,POINT (-46.949617 -19.605696)
