,latitude,longitude,state,station,month,air temperature - dry bulb (°c),geometry
0,-84.0,-79.49416666,SP,CRIOSFERA,1,-16.323572481936502,POINT (-79.49416666 -84)
2750,-19.53921,-49.518133,MG,CAMPINA VERDE,1,25.767921146953384,POINT (-49.518133 -19.53921)
2426,-20.10416666,-41.10694444,ES,AFONSO CLAUDIO,1,25.426809988127324,POINT (-41.10694444 -20.10416666)
2762,-19.53916666,-49.51805554,MG,CAMPINA VERDE,1,24.70659037807726,POINT (-49.51805554 -19.53916666)
2414,-20.165,-50.59499999,SP,JALES,1,25.219668258574494,POINT (-50.59499999 -20.165)
132,-23.95194444,-46.53055554,SP,BRAGANCA PAULISTA,1,22.00143593189964,POINT (-46.53055554 -23.95194444)
3122,-18.69527777,-40.39055555,ES,NOVA VENECIA,1,25.937935262005375,POINT (-40.39055555 -18.69527777)
48,-24.671654,-47.545896,SP,IGUAPE,1,26.09413082437273,POINT (-47.545896 -24.671654)
2438,-20.031457,-44.011249,MG,IBIRITE (ROLA MOCA),1,22.104166666666625,POINT (-44.011249 -20.031457)
2402,-20.165025,-50.595134,SP,JALES,1,25.219668258574305,POINT (-50.595134 -20.165025)
2390,-20.17305554,-44.87472221,MG,DIVINOPOLIS,1,23.880510752688163,POINT (-44.87472221 -20.17305554)
3014,-18.78694444,-42.94305555,MG,GUANHAES,1,23.20717104351413,POINT (-42.94305555 -18.78694444)
2774,-19.53277777,-41.09083333,MG,AIMORES,1,26.07615406440378,POINT (-41.09083333 -19.53277777)
578,-22.939883,-43.402897,RJ,RIO DE JANEIRO - JACAREPAGUA,1,26.785125448028676,POINT (-43.402897 -22.939883)
1766,-21.13305554,-48.84027777,SP,ARIRANHA,1,24.468411057722424,POINT (-48.84027777 -21.13305554)
2118,-20.54583333,-43.76944443,MG,OURO BRANCO,1,21.70095471322035,POINT (-43.76944443 -20.54583333)
3520,-16.55388888,-46.88194443,MG,UNAI,1,24.520036233163136,POINT (-46.88194443 -16.55388888)
3828,-14.408228,-44.404123,MG,MONTALVANIA,1,25.27265885396656,POINT (-44.404123 -14.408228)
1136,-22.358052,-49.028877,SP,BAURU,1,24.629633595931914,POINT (-49.028877 -22.358052)
2738,-19.5736111,-42.62222221,MG,TIMOTEO,1,24.588394421733938,POINT (-42.62222221 -19.5736111)
2378,-20.173278,-44.874944,MG,DIVINOPOLIS,1,25.197983870967718,POINT (-44.874944 -20.173278)
2354,-20.25222222,-41.18999999,ES,VENDA NOVA DO IMIGRANTE,1,22.716263440860192,POINT (-41.18999999 -20.25222222)
2342,-20.26333333,-42.18277777,MG,MANHUACU,1,22.623310448649736,POINT (-42.18277777 -20.26333333)
36,-24.71666666,-47.55,SP,IGUAPE,1,24.99296603818696,POINT (-47.55 -24.71666666)
3146,-18.676198,-39.864051,ES,SAO MATEUS,1,26.119793758977465,POINT (-39.864051 -18.676198)
2810,-19.48166666,-45.59388888,MG,DORES DO INDAIA,1,24.011277953549115,POINT (-45.59388888 -19.48166666)
2330,-20.263378,-42.182817,MG,MANHUACU,1,23.223924731182805,POINT (-42.182817 -20.263378)
3002,-18.83027777,-41.97666666,MG,GOVERNADOR VALADARES,1,26.07762527929077,POINT (-41.97666666 -18.83027777)
2450,-20.0311111,-46.00888888,MG,BAMBUI,1,23.983158212578473,POINT (-46.00888888 -20.0311111)
156,-23.85138888,-48.16444444,SP,SAO MIGUEL ARCANJO,1,22.144216658699428,POINT (-48.16444444 -23.85138888)
2318,-20.26361111,-42.18277777,MG,MANHUACU,1,22.354908195397666,POINT (-42.18277777 -20.26361111)
2306,-20.26666666,-40.3,ES,VITORIA,1,26.612724442532592,POINT (-40.3 -20.26666666)
2834,-19.45527777,-44.17333332,MG,SETE LAGOAS,1,23.95954301075273,POINT (-44.17333332 -19.45527777)
2294,-20.27083332,-40.30583333,ES,VITORIA,1,26.617105259295215,POINT (-40.30583333 -20.27083332)
144,-23.85194444,-48.16472222,SP,SAO MIGUEL ARCANJO,1,23.178539426523294,POINT (-48.16472222 -23.85194444)
3800,-14.912284,-42.808473,MG,ESPINOSA,1,26.638458882524134,POINT (-42.808473 -14.912284)
3026,-18.786842,-42.942921,MG,GUANHAES,1,23.929559116628337,POINT (-42.942921 -18.786842)
2822,-19.455288,-44.173389,MG,SETE LAGOAS,1,24.775672043010747,POINT (-44.173389 -19.455288)
1124,-22.35805555,-43.69555555,RJ,VALENCA,1,25.433741126889853,POINT (-43.69555555 -22.35805555)
446,-23.04194444,-45.52027777,SP,TAUBATE,1,23.699894635176722,POINT (-45.52027777 -23.04194444)
1112,-22.35805555,-49.02888888,SP,BAURU,1,23.481561638629586,POINT (-49.02888888 -22.35805555)
1256,-22.09833333,-43.20861111,RJ,TRES RIOS,1,25.629973118279533,POINT (-43.20861111 -22.09833333)
3444,-16.71666666,-43.86666666,MG,MONTES CLAROS,1,24.832604658311705,POINT (-43.86666666 -16.71666666)
398,-23.10166666,-48.9411111,SP,AVARE,1,23.597803460339687,POINT (-48.9411111 -23.10166666)
1316,-21.97972221,-47.88333333,SP,SAO CARLOS,1,22.83482039983336,POINT (-47.88333333 -21.97972221)
1304,-21.980353,-47.883927,SP,SAO CARLOS,1,23.71904121863796,POINT (-47.883927 -21.980353)
1292,-22.04166666,-41.05166666,RJ,CAMPOS DOS GOYTACAZES - SAO TOME,1,26.427357378214385,POINT (-41.05166666 -22.04166666)
3456,-16.68638888,-43.84388888,MG,MONTES CLAROS,1,25.638440860215034,POINT (-43.84388888 -16.68638888)
968,-22.4486111,-42.98694444,RJ,TERESOPOLIS-PARQUE NACIONAL,1,21.396594982078867,POINT (-42.98694444 -22.4486111)
1280,-22.04166666,-41.05194444,RJ,SAO TOME,1,26.05597732523337,POINT (-41.05194444 -22.04166666)
410,-23.09972221,-48.94555555,SP,AVARE,1,22.57171844127969,POINT (-48.94555555 -23.09972221)
3460,-16.686316,-43.843763,MG,MONTES CLAROS,1,25.801209677419333,POINT (-43.843763 -16.686316)
1244,-22.119867,-51.408637,SP,PRESIDENTE PRUDENTE,1,26.25273297491041,POINT (-51.408637 -22.119867)
1172,-22.33305554,-42.67722221,RJ,NOVA FRIBURGO,1,19.956766663436497,POINT (-42.67722221 -22.33305554)
1232,-22.11999999,-51.4,SP,PRESIDENTE PRUDENTE,1,25.352218040771877,POINT (-51.4 -22.11999999)
3472,-16.575667,-41.485588,MG,ITAOBIM,1,28.267159498207835,POINT (-41.485588 -16.575667)
3716,-15.31,-45.61666666,MG,CHAPADA GAUCHA,1,23.67535339118058,POINT (-45.61666666 -15.31)
1268,-22.09833333,-43.20833333,RJ,TRES RIOS,1,25.99883512544804,POINT (-43.20833333 -22.09833333)
1160,-22.33472221,-42.67694443,RJ,NOVA FRIBURGO - SALINAS,1,20.429435483870947,POINT (-42.67694443 -22.33472221)
3496,-16.55416666,-46.88194443,MG,UNAI,1,24.92491797660606,POINT (-46.88194443 -16.55416666)
980,-22.415062,-46.805292,SP,ITAPIRA,1,24.338143212209918,POINT (-46.805292 -22.415062)
3508,-16.554101,-46.881935,MG,UNAI,1,25.463037634408618,POINT (-46.881935 -16.554101)
1100,-22.37083332,-48.55722222,SP,BARRA BONITA,1,24.60384344164761,POINT (-48.55722222 -22.37083332)
1088,-22.37249999,-50.97416666,SP,RANCHARIA,1,24.64360400875592,POINT (-50.97416666 -22.37249999)
1076,-22.372832,-50.97471,SP,RANCHARIA,1,25.44835953568724,POINT (-50.97471 -22.372832)
3704,-15.44805555,-44.36638888,MG,JANUARIA,1,26.60040023030811,POINT (-44.36638888 -15.44805555)
458,-23.041668,-45.520841,SP,TAUBATE,1,24.43745519713261,POINT (-45.520841 -23.041668)
1064,-22.37388888,-44.70305555,RJ,ITATIAIA,1,12.52249367488931,POINT (-44.70305555 -22.37388888)
1148,-22.35,-43.7,RJ,VALENCA,1,24.43068486588936,POINT (-43.7 -22.35)
1052,-22.373944,-44.703111,RJ,ITATIAIA,1,13.256634227241658,POINT (-44.703111 -22.373944)
1040,-22.3761111,-41.81194444,RJ,MACAE,1,26.096953405017935,POINT (-41.81194444 -22.3761111)
1028,-22.38333333,-41.81666667,RJ,MACAE,1,25.71401964657169,POINT (-41.81666667 -22.38333333)
3532,-16.362747,-45.123801,MG,SAO ROMAO,1,26.421102150537692,POINT (-45.123801 -16.362747)
470,-22.98833333,-43.19055555,RJ,RIO DE JANEIRO - FORTE DE COPACABANA,1,26.420301755938244,POINT (-43.19055555 -22.98833333)
1016,-22.395799,-44.961909,MG,PASSA QUATRO,1,22.08037634408604,POINT (-44.961909 -22.395799)
1004,-22.3961111,-44.96166666,MG,PASSA QUATRO,1,21.296892475191235,POINT (-44.96166666 -22.3961111)
992,-22.415,-46.80527777,SP,ITAPIRA,1,23.98624914991832,POINT (-46.80527777 -22.415)
3544,-16.3625,-45.12388888,MG,SAO ROMAO,1,25.329128093272576,POINT (-45.12388888 -16.3625)
2798,-19.481935,-45.593932,MG,DORES DO INDAIA,1,24.79560931899642,POINT (-45.593932 -19.481935)
422,-23.05027777,-43.59555555,RJ,RIO DE JANEIRO-MARAMBAIA,1,26.86438172043006,POINT (-43.59555555 -23.05027777)
3134,-18.695265,-40.390572,ES,NOVA VENECIA,1,26.225537634408607,POINT (-40.390572 -18.695265)
3110,-18.69527777,-40.4075,ES,NOVA VENECIA,1,25.87879816048198,POINT (-40.4075 -18.69527777)
2182,-20.45472222,-45.45388888,MG,FORMIGA,1,23.105809265566606,POINT (-45.45388888 -20.45472222)
2210,-20.40305555,-49.96583333,SP,VOTUPORANGA,1,25.190981456993377,POINT (-49.96583333 -20.40305555)
2170,-20.45493,-45.453825,MG,FORMIGA,1,24.065524193548377,POINT (-45.453825 -20.45493)
2894,-19.356923,-40.068688,ES,LINHARES,1,27.159154928534242,POINT (-40.068688 -19.356923)
192,-23.844678,-46.143376,SP,BERTIOGA,1,27.888575268817178,POINT (-46.143376 -23.844678)
3182,-18.29166666,-40.73638888,ES,ECOPORANGA,1,26.66438172043012,POINT (-40.73638888 -18.29166666)
2222,-20.38555555,-41.18999999,ES,VENDA NOVA DO IMIGRANTE,1,22.555257746082514,POINT (-41.18999999 -20.38555555)
2906,-18.996684,-46.985935,MG,PATROCINIO,1,22.464247311827947,POINT (-46.985935 -18.996684)
2870,-19.407181,-40.539825,ES,MARILANDIA,1,26.77078272954375,POINT (-40.539825 -19.407181)
3788,-14.91277777,-42.82972221,MG,ESPINOSA,1,26.110384927993245,POINT (-42.82972221 -14.91277777)
2166,-20.455,-45.45388888,MG,FORMIGA,1,23.673118279569934,POINT (-45.45388888 -20.455)
3194,-18.29138888,-40.73638888,ES,ECOPORANGA,1,26.50450539460934,POINT (-40.73638888 -18.29138888)
2930,-18.952907,-49.525072,MG,ITUIUTABA,1,26.04946236559142,POINT (-49.525072 -18.952907)
2234,-20.385423,-41.189934,ES,VENDA NOVA DO IMIGRANTE,1,23.137768817204293,POINT (-41.189934 -20.385423)
2246,-20.35976,-47.77522,SP,ITUVERAVA,1,25.35994623655914,POINT (-47.77522 -20.35976)
2966,-18.917072,-48.255657,MG,UBERLANDIA,1,25.59381720430109,POINT (-48.255657 -18.917072)
2978,-18.91694443,-48.25555555,MG,UBERLANDIA,1,24.6102150537635,POINT (-48.25555555 -18.91694443)
2942,-18.95277777,-49.52499999,MG,ITUIUTABA,1,24.785021864207017,POINT (-49.52499999 -18.95277777)
12,-24.96305555,-48.41638888,SP,BARRA DO TURVO,1,21.726030747336605,POINT (-48.41638888 -24.96305555)
2918,-18.99638888,-46.98583333,MG,PATROCINIO,1,21.93111311289441,POINT (-46.98583333 -18.99638888)
2282,-20.271094,-40.306069,ES,VITORIA,1,27.651671832856742,POINT (-40.306069 -20.271094)
204,-23.81083333,-45.4025,SP,SAO SEBASTIAO,1,26.66280240993185,POINT (-45.4025 -23.81083333)
2990,-18.830354,-41.977007,MG,GOVERNADOR VALADARES,1,26.72241291054836,POINT (-41.977007 -18.830354)
2258,-20.35972222,-47.77527777,SP,ITUVERAVA,1,24.43947879532496,POINT (-47.77527777 -20.35972222)
2954,-18.91722221,-48.25555555,MG,UBERLANDIA,1,23.818608228876307,POINT (-48.25555555 -18.91722221)
2858,-19.40722222,-40.53972221,ES,MARILANDIA,1,26.985080645161318,POINT (-40.53972221 -19.40722222)
3206,-18.2311111,-43.64805555,MG,DIAMANTINA,1,20.14117150245936,POINT (-43.64805555 -18.2311111)
2198,-20.403221,-49.966031,SP,VOTUPORANGA,1,26.657930107526813,POINT (-49.966031 -20.403221)
168,-23.84499999,-46.14305555,SP,BERTIOGA,1,26.05013440860213,POINT (-46.14305555 -23.84499999)
24,-24.96277777,-48.41638888,SP,BARRA DO TURVO,1,22.325111498874577,POINT (-48.41638888 -24.96277777)
2142,-20.46694443,-40.40416666,ES,VILA VELHA,1,26.314471802791154,POINT (-40.40416666 -20.46694443)
2270,-20.35944444,-47.77499999,SP,ITUVERAVA,1,23.984097821581084,POINT (-47.77499999 -20.35944444)
2194,-20.40333333,-49.96611111,SP,VOTUPORANGA,1,25.850940860215047,POINT (-49.96611111 -20.40333333)
2882,-19.35694444,-40.0686111,ES,LINHARES,1,26.34120182123035,POINT (-40.0686111 -19.35694444)
3170,-18.52055554,-46.44055555,MG,PATOS DE MINAS,1,23.244440772078246,POINT (-46.44055555 -18.52055554)
180,-23.84472221,-46.14333333,SP,BERTIOGA,1,26.901576632735512,POINT (-46.14333333 -23.84472221)
2130,-20.467069,-40.404051,ES,VILA VELHA,1,27.147983870967746,POINT (-40.404051 -20.467069)
2154,-20.46694443,-40.40388888,ES,VILA VELHA,1,26.22541850049803,POINT (-40.40388888 -20.46694443)
3062,-18.78027777,-40.98583333,MG,MANTENA,1,26.043195686197194,POINT (-40.98583333 -18.78027777)
2786,-19.532768,-41.090801,MG,AIMORES,1,26.059625253625025,POINT (-41.090801 -19.532768)
84,-23.98194443,-48.88583333,SP,ITAPEVA,1,22.74979838709679,POINT (-48.88583333 -23.98194443)
2618,-19.875271,-47.434102,MG,SACRAMENTO,1,24.43346774193547,POINT (-47.434102 -19.875271)
2630,-19.73583333,-42.15361111,MG,CARATINGA,1,25.52622302515591,POINT (-42.15361111 -19.73583333)
2606,-19.87527777,-47.43416666,MG,SACRAMENTO,1,22.844875220334927,POINT (-47.43416666 -19.87527777)
2594,-19.883945,-43.969397,MG,PAMPULHA,1,24.155779569892516,POINT (-43.969397 -19.883945)
2642,-19.735757,-42.137146,MG,CARATINGA,1,26.68585439999339,POINT (-42.137146 -19.735757)
2582,-19.88416666,-43.96944443,MG,PAMPULHA,1,23.492258425381756,POINT (-43.96944443 -19.88416666)
2666,-19.71,-47.96194444,MG,UBERABA,1,24.159796372227902,POINT (-47.96194444 -19.71)
3074,-18.76444444,-44.45361111,MG,CURVELO,1,24.53659075694743,POINT (-44.45361111 -18.76444444)
3050,-18.78062,-40.986505,MG,MANTENA,1,26.385593990838192,POINT (-40.986505 -18.78062)
3812,-14.91222222,-42.80861111,MG,ESPINOSA,1,26.1543910908707,POINT (-42.80861111 -14.91222222)
96,-23.981918,-48.885818,SP,ITAPEVA,1,24.78682795698924,POINT (-48.885818 -23.981918)
2654,-19.710028,-47.961889,MG,UBERABA,1,24.98946304328181,POINT (-47.961889 -19.710028)
2558,-19.885398,-44.416883,MG,FLORESTAL,1,23.676874278207293,POINT (-44.416883 -19.885398)
72,-24.53305554,-47.86416666,SP,REGISTRO,1,25.896307704806883,POINT (-47.86416666 -24.53305554)
120,-23.951972,-46.530472,SP,BRAGANCA PAULISTA,1,24.15174731182798,POINT (-46.530472 -23.951972)
2570,-19.88527778,-44.41694444,MG,FLORESTAL,1,23.077757608066133,POINT (-44.41694444 -19.88527778)
2462,-20.0311111,-46.00861111,MG,BAMBUI,1,23.739898297491045,POINT (-46.00861111 -20.0311111)
2546,-19.97999999,-43.95861111,MG,BELO HORIZONTE - CERCADINHO,1,21.818201224670513,POINT (-43.95861111 -19.97999999)
2534,-19.980034,-43.958651,MG,BELO HORIZONTE - CERCADINHO,1,22.78185483870966,POINT (-43.958651 -19.980034)
2846,-19.455,-44.17333332,MG,SETE LAGOAS,1,24.310480122642154,POINT (-44.17333332 -19.455)
2678,-19.71,-47.96166666,MG,UBERABA,1,23.540255941086127,POINT (-47.96166666 -19.71)
3086,-18.747711,-44.453785,MG,CURVELO,1,25.36163967790232,POINT (-44.453785 -18.747711)
2522,-19.98583333,-48.15138888,MG,CONCEICAO DAS ALAGOAS,1,24.460887863442615,POINT (-48.15138888 -19.98583333)
2690,-19.605696,-46.949617,MG,ARAXA,1,23.524641577060937,POINT (-46.949617 -19.605696)
108,-23.98138888,-48.88527777,SP,ITAPEVA,1,22.42742234375605,POINT (-48.88527777 -23.98138888)
3038,-18.78666666,-42.94305555,MG,GUANHAES,1,22.773054003793163,POINT (-42.94305555 -18.78666666)
2702,-19.60555555,-46.94944444,MG,ARAXA,1,22.531355335604033,POINT (-46.94944444 -19.60555555)
2510,-19.98586,-48.151574,MG,CONCEICAO DAS ALAGOAS,1,25.22240143369181,POINT (-48.151574 -19.98586)
2498,-19.98833333,-40.57944443,ES,SANTA TERESA,1,20.31757752456145,POINT (-40.57944443 -19.98833333)
3098,-18.71388888,-39.84833333,ES,SAO MATEUS,1,26.00199703984205,POINT (-39.84833333 -18.71388888)
2714,-19.57388888,-42.62249999,MG,TIMOTEO,1,24.630577956989253,POINT (-42.62249999 -19.57388888)
60,-24.533139,-47.864139,SP,REGISTRO,1,27.383705711263893,POINT (-47.864139 -24.533139)
2486,-19.988388,-40.579572,ES,SANTA TERESA,1,20.766173835125514,POINT (-40.579572 -19.988388)
3824,-14.40833333,-44.40416666,MG,MONTALVANIA,1,25.581569855750175,POINT (-44.40416666 -14.40833333)
2474,-20.0311111,-44.01111111,MG,IBIRITE (ROLA MOCA),1,21.563762843438145,POINT (-44.01111111 -20.0311111)
2726,-19.573824,-42.622413,MG,TIMOTEO,1,25.752688172043026,POINT (-42.622413 -19.573824)
3158,-18.520667,-46.440611,MG,PATOS DE MINAS,1,24.084993224932255,POINT (-46.440611 -18.520667)
1220,-22.235222,-49.965111,SP,MARILIA,1,24.851702508960592,POINT (-49.965111 -22.235222)
2366,-20.17333332,-44.87499999,MG,DIVINOPOLIS,1,24.11180391642631,POINT (-44.87499999 -20.17333332)
1196,-22.31444444,-45.37277777,MG,MARIA DA FE,1,19.40135236029486,POINT (-45.37277777 -22.31444444)
238,-23.724501,-46.677501,SP,SAO PAULO - INTERLAGOS,1,23.262589605734785,POINT (-46.677501 -23.724501)
1970,-20.74499999,-46.63388888,MG,PASSOS,1,22.942631592868114,POINT (-46.63388888 -20.74499999)
3254,-17.9,-41.51666666,MG,TEOFILO OTONI,1,25.105631301254835,POINT (-41.51666666 -17.9)
1958,-20.745237,-46.633916,MG,PASSOS,1,23.448932696970974,POINT (-46.633916 -20.745237)
1946,-20.75055555,-41.48888888,ES,ALEGRE,1,26.821163605524617,POINT (-41.48888888 -20.75055555)
1934,-20.762607,-42.864013,MG,VICOSA,1,23.095833333333285,POINT (-42.864013 -20.762607)
3752,-15.085958,-44.016036,MG,MOCAMBINHO,1,26.31814516129027,POINT (-44.016036 -15.085958)
1982,-20.715,-44.86444444,MG,OLIVEIRA,1,22.410080645161266,POINT (-44.86444444 -20.715)
298,-23.48333333,-46.61666666,SP,SAO PAULO - MIRANTE,1,22.77881123307893,POINT (-46.61666666 -23.48333333)
1454,-21.77972221,-47.07972221,SP,CASA BRANCA,1,23.749960381350995,POINT (-47.07972221 -21.77972221)
1526,-21.680722,-45.944389,MG,MACHADO,1,22.90730096847683,POINT (-45.944389 -21.680722)
3386,-17.25777777,-44.83555555,MG,PIRAPORA,1,25.12370045734229,POINT (-44.83555555 -17.25777777)
350,-23.22833332,-45.41694443,SP,SAO LUIS DO PARAITINGA,1,22.285269442759507,POINT (-45.41694443 -23.22833332)
1514,-21.68083332,-45.94444444,MG,MACHADO,1,22.20900537634409,POINT (-45.94444444 -21.68083332)
1502,-21.71472222,-41.34388888,RJ,CAMPOS DOS GOYTACAZES,1,26.780869175627224,POINT (-41.34388888 -21.71472222)
1490,-21.71666666,-41.35,RJ,CAMPOS,1,26.204272497228857,POINT (-41.35 -21.71666666)
1730,-21.228373,-43.767703,MG,BARBACENA,1,21.50376344086019,POINT (-43.767703 -21.228373)
3398,-17.24444444,-46.88166666,MG,PARACATU,1,25.493028284244943,POINT (-46.88166666 -17.24444444)
1994,-20.714917,-44.864567,MG,OLIVEIRA,1,23.693682795698926,POINT (-44.864567 -20.714917)
2006,-20.71472222,-44.86444444,MG,OLIVEIRA,1,22.202410612815818,POINT (-44.86444444 -20.71472222)
1910,-20.909892,-47.114259,MG,SAO SEBASTIAO DO PARAISO,1,23.05844894530644,POINT (-47.114259 -20.909892)
1922,-20.76277777,-42.86388888,MG,VICOSA,1,22.34370139317665,POINT (-42.86388888 -20.76277777)
386,-23.22333332,-44.72666666,RJ,PARATI,1,25.74658209558504,POINT (-44.72666666 -23.22333332)
2030,-20.63638888,-40.74194444,ES,ALFREDO CHAVES,1,27.35873655913978,POINT (-40.74194444 -20.63638888)
2094,-20.55666666,-43.75611111,MG,OURO BRANCO,1,21.87479838709678,POINT (-43.75611111 -20.55666666)
3218,-18.231052,-43.648269,MG,DIAMANTINA,1,20.739560931899668,POINT (-43.648269 -18.231052)
2082,-20.55888888,-48.54472221,SP,BARRETOS,1,24.661729769528716,POINT (-48.54472221 -20.55888888)
3242,-18.20055555,-45.45972222,MG,TRES MARIAS,1,23.114444483067487,POINT (-45.45972222 -18.20055555)
3776,-15.08583333,-44.01583333,MG,MONTALVANIA,1,24.90540806046123,POINT (-44.01583333 -15.08583333)
2070,-20.55916666,-48.54499999,SP,BARRETOS,1,25.07670250896063,POINT (-48.54499999 -20.55916666)
2058,-20.57999999,-47.37999999,SP,FRANCA,1,22.53354089874108,POINT (-47.37999999 -20.57999999)
2046,-20.58444444,-47.38249999,SP,FRANCA,1,23.553494623655936,POINT (-47.38249999 -20.58444444)
3230,-18.200855,-45.459836,MG,TRES MARIAS,1,23.880376344086027,POINT (-45.459836 -18.200855)
2034,-20.63638888,-40.74138888,ES,ALFREDO CHAVES,1,27.1353714259618,POINT (-40.74138888 -20.63638888)
2018,-20.636526,-40.741818,ES,ALFREDO CHAVES,1,27.685752688172048,POINT (-40.741818 -20.636526)
250,-23.52389,-46.86945,SP,BARUERI,1,24.404569892473127,POINT (-46.86945 -23.52389)
216,-23.810722,-45.402528,SP,SAO SEBASTIAO,1,28.80591397849464,POINT (-45.402528 -23.810722)
1478,-21.769965,-43.364329,MG,JUIZ DE FORA,1,21.94872285212187,POINT (-43.364329 -21.769965)
362,-23.2236111,-44.72694443,RJ,PARATI,1,25.840668878350673,POINT (-44.72694443 -23.2236111)
1466,-21.76999999,-43.36416666,MG,JUIZ DE FORA,1,21.680483497687362,POINT (-43.36416666 -21.76999999)
3338,-17.70527777,-42.38916666,MG,CAPELINHA,1,21.731330298063806,POINT (-42.38916666 -17.70527777)
314,-23.426035,-47.585552,SP,SOROCABA,1,24.160819892473125,POINT (-47.585552 -23.426035)
1670,-21.338432,-48.114007,SP,PRADOPOLIS,1,26.014784946236553,POINT (-48.114007 -21.338432)
1658,-21.457699,-51.552254,SP,DRACENA,1,26.50123938563914,POINT (-51.552254 -21.457699)
1646,-21.45777777,-51.55222222,SP,DRACENA,1,25.367943548387082,POINT (-51.55222222 -21.45777777)
3350,-17.56166666,-47.19944444,MG,GUARDA-MOR,1,22.022234254137132,POINT (-47.19944444 -17.56166666)
1634,-21.46111111,-47.57944443,SP,SAO SIMAO,1,25.010924613611262,POINT (-47.57944443 -21.46111111)
310,-23.4261111,-47.58555555,SP,SOROCABA,1,23.813472704552094,POINT (-47.58555555 -23.4261111)
1622,-21.546728,-43.261029,MG,CORONEL PACHECO,1,27.219086021505415,POINT (-43.261029 -21.546728)
1610,-21.54694444,-43.26111111,MG,CORONEL PACHECO,1,25.030990608414662,POINT (-43.26111111 -21.54694444)
3362,-17.56138888,-47.19916666,MG,GUARDA-MOR,1,23.130465949820813,POINT (-47.19916666 -17.56138888)
1598,-21.56638888,-45.40416666,MG,VARGINHA,1,22.184894695139274,POINT (-45.40416666 -21.56638888)
1586,-21.56666666,-41.95,RJ,CAMBUCI,1,26.68006871896798,POINT (-41.95 -21.56666666)
1574,-21.58749999,-41.95833333,RJ,CAMBUCI,1,27.28907402505435,POINT (-41.95833333 -21.58749999)
3740,-15.300159,-45.617431,MG,CHAPADA GAUCHA,1,24.826028208878405,POINT (-45.617431 -15.300159)
1208,-22.23527777,-49.965,SP,MARILIA,1,23.69690860215053,POINT (-49.965 -22.23527777)
326,-23.35,-47.66666666,SP,SOROCABA,1,23.03950523942784,POINT (-47.66666666 -23.35)
1682,-21.33833333,-48.11388888,SP,PRADOPOLIS,1,24.524286797714375,POINT (-48.11388888 -21.33833333)
1694,-21.31916666,-50.93027777,SP,VALPARAISO,1,25.507743742701052,POINT (-50.93027777 -21.31916666)
1706,-21.319138,-50.930158,SP,VALPARAISO,1,27.34301075268817,POINT (-50.930158 -21.319138)
1442,-21.78056,-47.07528,SP,CASA BRANCA,1,24.51937123521432,POINT (-47.07528 -21.78056)
3326,-17.705504,-42.389256,MG,CAPELINHA,1,22.164426523297458,POINT (-42.389256 -17.705504)
1430,-21.85555555,-48.66666666,SP,IBITINGA,1,24.400389376424226,POINT (-48.66666666 -21.85555555)
1418,-21.85555555,-48.79972221,SP,IBITINGA,1,24.79038978494621,POINT (-48.79972221 -21.85555555)
3420,-16.84888888,-45.03527777,MG,ARACUAI,1,27.19122390891842,POINT (-45.03527777 -16.84888888)
374,-23.22354,-44.726863,RJ,PARATI,1,27.674327956989263,POINT (-44.726863 -23.22354)
1406,-21.855567,-48.799717,SP,IBITINGA,1,26.224462365591403,POINT (-48.799717 -21.855567)
1394,-21.91805554,-46.38305554,MG,CALDAS,1,20.737613331632957,POINT (-46.38305554 -21.91805554)
1382,-21.918066,-46.382996,MG,CALDAS,1,21.30546594982077,POINT (-46.382996 -21.918066)
3728,-15.30027777,-45.61749999,MG,CHAPADA GAUCHA,1,24.09525709603826,POINT (-45.61749999 -15.30027777)
1370,-21.92722221,-50.49027777,SP,TUPA,1,24.93723121355754,POINT (-50.49027777 -21.92722221)
3432,-16.84888888,-42.44055555,MG,ARACUAI,1,27.309093641840796,POINT (-42.44055555 -16.84888888)
1538,-21.66611111,-49.73472221,SP,LINS,1,25.986021505376307,POINT (-49.73472221 -21.66611111)
1550,-21.666045,-49.734854,SP,LINS,1,26.26587951563445,POINT (-49.734854 -21.666045)
3374,-17.258064,-44.835556,MG,PIRAPORA,1,26.06924747383215,POINT (-44.835556 -17.258064)
1562,-21.66527777,-49.73416666,SP,LINS,1,25.081672328277875,POINT (-49.73416666 -21.66527777)
1718,-21.22888888,-43.76694443,MG,BARBACENA,1,20.722548648379828,POINT (-43.76694443 -21.22888888)
1742,-21.22638888,-44.97944443,MG,SAO JOAO DEL REI,1,22.09487475196844,POINT (-44.97944443 -21.22638888)
1754,-21.13305554,-48.84055555,SP,ARIRANHA,1,25.180107509484294,POINT (-48.84055555 -21.13305554)
338,-23.22833332,-45.41722221,SP,SAO LUIS DO PARAITINGA,1,21.7410393954848,POINT (-45.41722221 -23.22833332)
3668,-15.524262,-46.435536,MG,BURITIS,1,23.70887096774192,POINT (-46.435536 -15.524262)
644,-22.86166666,-46.04333333,MG,MONTE VERDE,1,18.30221774193548,POINT (-46.04333333 -22.86166666)
632,-22.867389,-43.102056,RJ,NITEROI,1,28.876889999220804,POINT (-43.102056 -22.867389)
3652,-15.72305554,-42.43583333,MG,RIO PARDO DE MINAS,1,23.35806451612903,POINT (-42.43583333 -15.72305554)
